Real_1,Pred_1,Real_2,Pred_2,Real_3,Pred_3,Real_4,Pred_4,Real_5,Pred_5,Real_6,Pred_6,Real_7,Pred_7,Real_8,Pred_8,Real_9,Pred_9,Real_10,Pred_10,Real_11,Pred_11,Real_12,Pred_12
118328.21441084414,114158.28,118374.12669269227,113483.98,117716.03014421639,112819.38,117363.91752911333,112596.12,116416.86890278987,112384.33,115457.88305918466,112432.72,115944.69806869619,112525.48,115525.7005924695,112332.51,115312.95907944742,112370.69,115183.79069979969,112567.484,115198.34129708189,112728.71,115616.05603374194,112608.695
118374.12669269227,114116.69,117716.03014421639,113444.16,117363.91752911333,112848.37,116416.86890278987,112609.42,115457.88305918466,112398.19,115944.69806869619,112435.82,115525.7005924695,112461.6,115312.95907944742,112281.16,115183.79069979969,112296.29,115198.34129708189,112494.516,115616.05603374194,112611.734,116397.61394292925,112484.336
117716.03014421639,114077.55,117363.91752911333,113403.91,116416.86890278987,112861.56,115457.88305918466,112610.4,115944.69806869619,112392.0,115525.7005924695,112418.414,115312.95907944742,112389.555,115183.79069979969,112221.586,115198.34129708189,112216.88,115616.05603374194,112415.78,116397.61394292925,112497.19,116570.57727128878,112368.45
117363.91752911333,114031.32,116416.86890278987,113364.51,115457.88305918466,112877.68,115944.69806869619,112635.25,115525.7005924695,112400.59,115312.95907944742,112409.72,115183.79069979969,112343.04,115198.34129708189,112181.04,115616.05603374194,112157.04,116397.61394292925,112359.09,116570.57727128878,112402.516,116149.09915795567,112269.94
116416.86890278987,113962.99,115457.88305918466,113327.75,115944.69806869619,112870.41,115525.7005924695,112659.664,115312.95907944742,112398.69,115183.79069979969,112401.06,115198.34129708189,112324.33,115616.05603374194,112173.51,116397.61394292925,112138.32,116570.57727128878,112335.4,116149.09915795567,112368.67,116111.25710621053,112259.23
115457.88305918466,113815.75,115944.69806869619,113214.26,115525.7005924695,112810.08,115312.95907944742,112630.4,115183.79069979969,112353.61,115198.34129708189,112351.8,115616.05603374194,112256.445,116397.61394292925,112117.336,116570.57727128878,112066.95,116149.09915795567,112261.15,116111.25710621053,112275.586,115190.24790326186,112171.14
115944.69806869619,113653.81,115525.7005924695,113133.6,115312.95907944742,112749.695,115183.79069979969,112662.266,115198.34129708189,112346.664,115616.05603374194,112350.695,116397.61394292925,112288.38,116570.57727128878,112166.555,116149.09915795567,112114.766,116111.25710621053,112297.234,115190.24790326186,112330.44,115789.53842114135,112279.87
115525.7005924695,113487.71,115312.95907944742,113009.29,115183.79069979969,112631.67,115198.34129708189,112573.336,115616.05603374194,112252.71,116397.61394292925,112284.06,116570.57727128878,112228.03,116149.09915795567,112143.86,116111.25710621053,112103.47,115190.24790326186,112264.555,115789.53842114135,112341.234,116091.4393366719,112331.61
115312.95907944742,113381.5,115183.79069979969,112917.54,115198.34129708189,112566.12,115616.05603374194,112524.586,116397.61394292925,112197.64,116570.57727128878,112247.45,116149.09915795567,112181.19,116111.25710621053,112118.69,115190.24790326186,112086.11,115789.53842114135,112233.75,116091.4393366719,112323.8,116140.32153899151,112323.92
115183.79069979969,113296.98,115198.34129708189,112846.19,115616.05603374194,112520.6,116397.61394292925,112489.086,116570.57727128878,112156.42,116149.09915795567,112226.336,116111.25710621053,112147.78,115190.24790326186,112109.6,115789.53842114135,112081.055,116091.4393366719,112218.586,116140.32153899151,112314.81,116519.04909679179,112330.945
115198.34129708189,113228.9,115616.05603374194,112796.18,116397.61394292925,112489.805,116570.57727128878,112477.22,116149.09915795567,112136.016,116111.25710621053,112223.91,115190.24790326186,112142.67,115789.53842114135,112128.914,116091.4393366719,112109.805,116140.32153899151,112238.1,116519.04909679179,112342.5,116745.4889961425,112379.266
115616.05603374194,113173.98,116397.61394292925,112744.01,116570.57727128878,112456.47,116149.09915795567,112436.42,116111.25710621053,112098.11,115190.24790326186,112207.33,115789.53842114135,112110.3,116091.4393366719,112120.56,116140.32153899151,112108.76,116519.04909679179,112227.305,116745.4889961425,112338.44,117127.88858325909,112384.266
116397.61394292925,113250.96,116570.57727128878,112818.34,116149.09915795567,112500.48,116111.25710621053,112502.06,115190.24790326186,112149.35,115789.53842114135,112276.75,116091.4393366719,112206.414,116140.32153899151,112245.92,116519.04909679179,112259.695,116745.4889961425,112372.51,117127.88858325909,112522.875,117186.56279263442,112601.19
116570.57727128878,113349.25,116149.09915795567,112897.64,116111.25710621053,112542.52,115190.24790326186,112524.125,115789.53842114135,112172.73,116091.4393366719,112328.54,116140.32153899151,112275.38,116519.04909679179,112339.97,116745.4889961425,112384.58,117127.88858325909,112486.97,117186.56279263442,112685.22,117306.17719953186,112783.086
116149.09915795567,113472.02,116111.25710621053,112996.44,115190.24790326186,112613.71,115789.53842114135,112578.99,116091.4393366719,112228.22,116140.32153899151,112408.53,116519.04909679179,112369.91,116745.4889961425,112451.89,117127.88858325909,112520.24,117186.56279263442,112620.414,117306.17719953186,112850.54,117518.68467257165,112955.08
116111.25710621053,113543.54,115190.24790326186,113055.414,115789.53842114135,112668.42,116091.4393366719,112639.27,116140.32153899151,112290.81,116519.04909679179,112493.0,116745.4889961425,112469.62,117127.88858325909,112571.54,117186.56279263442,112657.38,117306.17719953186,112762.32,117518.68467257165,113008.375,117465.1713561606,113116.055
115190.24790326186,113560.66,115789.53842114135,113069.08,116091.4393366719,112685.89,116140.32153899151,112656.6,116519.04909679179,112320.484,116745.4889961425,112546.57,117127.88858325909,112534.71,117186.56279263442,112661.19,117306.17719953186,112759.1,117518.68467257165,112867.16,117465.1713561606,113131.64,117305.49073255135,113247.414
115789.53842114135,113485.03,116091.4393366719,112997.84,116140.32153899151,112658.305,116519.04909679179,112643.086,116745.4889961425,112325.81,117127.88858325909,112570.99,117186.56279263442,112553.99,117306.17719953186,112703.375,117518.68467257165,112804.1,117465.1713561606,112916.78,117305.49073255135,113172.234,117544.02499277687,113277.805
116091.4393366719,113461.14,116140.32153899151,112975.734,116519.04909679179,112643.13,116745.4889961425,112617.59,117127.88858325909,112320.76,117186.56279263442,112589.09,117306.17719953186,112580.64,117518.68467257165,112756.91,117465.1713561606,112860.4,117305.49073255135,112973.164,117544.02499277687,113251.03,117522.98159427883,113371.375
116140.32153899151,113482.57,116519.04909679179,112988.79,116745.4889961425,112656.664,117127.88858325909,112609.36,117186.56279263442,112328.02,117306.17719953186,112618.14,117518.68467257165,112613.2,117465.1713561606,112802.89,117305.49073255135,112914.63,117544.02499277687,113025.43,117522.98159427883,113317.65,117512.78729380989,113438.73
116519.04909679179,113540.04,116745.4889961425,113034.234,117127.88858325909,112696.695,117186.56279263442,112640.56,117306.17719953186,112366.22,117518.68467257165,112676.67,117465.1713561606,112683.86,117305.49073255135,112887.72,117544.02499277687,113006.94,117522.98159427883,113120.98,117512.78729380989,113425.46,117476.4239653346,113547.23
116745.4889961425,113602.6,117127.88858325909,113087.18,117186.56279263442,112736.29,117306.17719953186,112660.25,117518.68467257165,112394.79,117465.1713561606,112728.16,117305.49073255135,112748.24,117544.02499277687,112962.71,117522.98159427883,113088.734,117512.78729380989,113204.85,117476.4239653346,113527.22,117386.69469760296,113652.76
117127.88858325909,113685.41,117186.56279263442,113157.516,117306.17719953186,112788.516,117518.68467257165,112699.23,117465.1713561606,112437.77,117305.49073255135,112791.01,117544.02499277687,112826.85,117522.98159427883,113050.82,117512.78729380989,113184.76,117476.4239653346,113305.53,117386.69469760296,113644.17,117356.22764742613,113771.44
117186.56279263442,113782.086,117306.17719953186,113242.32,117518.68467257165,112845.83,117465.1713561606,112743.445,117305.49073255135,112484.336,117544.02499277687,112859.46,117522.98159427883,112918.0,117512.78729380989,113151.055,117476.4239653346,113293.48,117386.69469760296,113419.836,117356.22764742613,113781.46,117592.69694383748,113913.516
117306.17719953186,113864.25,117518.68467257165,113313.39,117465.1713561606,112898.23,117305.49073255135,112786.36,117544.02499277687,112530.516,117522.98159427883,112926.43,117512.78729380989,113002.94,117476.4239653346,113243.74,117386.69469760296,113392.65,117356.22764742613,113525.19,117592.69694383748,113903.02,117603.87798094402,114033.76
117518.68467257165,113923.58,117465.1713561606,113364.91,117305.49073255135,112938.06,117544.02499277687,112810.18,117522.98159427883,112562.125,117512.78729380989,112978.47,117476.4239653346,113065.63,117386.69469760296,113312.24,117356.22764742613,113462.195,117592.69694383748,113600.414,117603.87798094402,113991.195,118024.20870108431,114120.89
117465.1713561606,113983.72,117305.49073255135,113417.77,117544.02499277687,112978.4,117522.98159427883,112831.695,117512.78729380989,112591.02,117476.4239653346,113026.77,117386.69469760296,113122.06,117356.22764742613,113372.23,117592.69694383748,113520.87,117603.87798094402,113664.85,118024.20870108431,114067.77,117832.15299624282,114197.21
117305.49073255135,114021.5,117544.02499277687,113451.22,117522.98159427883,113014.73,117512.78729380989,112849.0,117476.4239653346,112616.97,117386.69469760296,113069.1,117356.22764742613,113160.22,117592.69694383748,113411.27,117603.87798094402,113554.79,118024.20870108431,113703.93,117832.15299624282,114107.6,117936.62604062287,114230.87
117544.02499277687,114004.336,117522.98159427883,113434.83,117512.78729380989,113026.016,117476.4239653346,112823.32,117386.69469760296,112611.02,117356.22764742613,113075.67,117592.69694383748,113135.414,117603.87798094402,113379.69,118024.20870108431,113506.92,117832.15299624282,113659.45,117936.62604062287,114046.484,118172.68047489724,114156.664
117522.98159427883,113969.3,117512.78729380989,113401.96,117476.4239653346,113030.55,117386.69469760296,112765.875,117356.22764742613,112580.06,117592.69694383748,113053.29,117603.87798094402,113058.33,118024.20870108431,113283.67,117832.15299624282,113385.34,117936.62604062287,113540.09,118172.68047489724,113898.45,118127.59555171018,113991.695
117512.78729380989,113930.21,117476.4239653346,113357.18,117386.69469760296,113041.28,117356.22764742613,112703.484,117592.69694383748,112545.41,117603.87798094402,113016.66,118024.20870108431,112940.164,117832.15299624282,113133.18,117936.62604062287,113201.29,118172.68047489724,113361.195,118127.59555171018,113662.766,118143.08160937413,113720.51
117476.4239653346,113922.38,117386.69469760296,113342.61,117356.22764742613,113075.53,117592.69694383748,112685.7,117603.87798094402,112540.445,118024.20870108431,112998.34,117832.15299624282,112848.88,117936.62604062287,113008.805,118172.68047489724,113042.43,118127.59555171018,113211.55,118143.08160937413,113446.42,118102.23966644937,113470.71
117386.69469760296,113921.266,117356.22764742613,113337.24,117592.69694383748,113106.86,117603.87798094402,112683.914,118024.20870108431,112541.305,117832.15299624282,112978.055,117936.62604062287,112769.625,118172.68047489724,112896.53,118127.59555171018,112901.03,118143.08160937413,113078.27,118102.23966644937,113247.516,118079.04275303935,113239.26
117356.22764742613,113917.69,117592.69694383748,113329.96,117603.87798094402,113127.92,118024.20870108431,112684.484,117832.15299624282,112538.83,117936.62604062287,112948.02,118172.68047489724,112689.88,118127.59555171018,112784.93,118143.08160937413,112763.51,118102.23966644937,112946.87,118079.04275303935,113054.984,118120.07634924974,113011.44
117592.69694383748,113913.55,117603.87798094402,113317.56,118024.20870108431,113135.625,117832.15299624282,112676.12,117936.62604062287,112525.46,118172.68047489724,112902.19,118127.59555171018,112600.08,118143.08160937413,112663.26,118102.23966644937,112617.89,118079.04275303935,112805.52,118120.07634924974,112857.29,118269.19800713999,112774.25
117603.87798094402,113923.79,118024.20870108431,113299.07,117832.15299624282,113128.88,117936.62604062287,112642.09,118172.68047489724,112491.68,118127.59555171018,112830.875,118143.08160937413,112481.6,118102.23966644937,112506.83,118079.04275303935,112440.16,118120.07634924974,112632.06,118269.19800713999,112625.46,117995.14181743098,112488.555
118024.20870108431,113985.086,117832.15299624282,113326.945,117936.62604062287,113156.56,118172.68047489724,112657.05,118127.59555171018,112495.27,118143.08160937413,112791.58,118102.23966644937,112406.38,118079.04275303935,112394.836,118120.07634924974,112308.75,118269.19800713999,112505.17,117995.14181743098,112442.234,118062.58453453679,112252.125
117832.15299624282,114090.52,117936.62604062287,113406.12,118172.68047489724,113202.91,118127.59555171018,112701.414,118143.08160937413,112517.23,118102.23966644937,112780.62,118079.04275303935,112384.2,118120.07634924974,112340.85,118269.19800713999,112248.41,117995.14181743098,112441.55,118062.58453453679,112350.664,118101.98823621588,112125.945
117936.62604062287,114182.91,118172.68047489724,113477.38,118127.59555171018,113250.13,118143.08160937413,112755.74,118102.23966644937,112548.18,118079.04275303935,112780.29,118120.07634924974,112374.96,118269.19800713999,112303.63,117995.14181743098,112204.72,118062.58453453679,112394.74,118101.98823621588,112281.78,117959.54234360624,112017.98
118172.68047489724,114256.62,118127.59555171018,113520.89,118143.08160937413,113270.55,118102.23966644937,112773.4,118079.04275303935,112556.91,118120.07634924974,112763.46,118269.19800713999,112346.06,117995.14181743098,112252.48,118062.58453453679,112147.74,118101.98823621588,112333.88,117959.54234360624,112204.22,117945.5247329599,111900.7
118127.59555171018,114355.37,118143.08160937413,113571.24,118102.23966644937,113294.71,118079.04275303935,112785.19,118120.07634924974,112570.98,118269.19800713999,112754.25,117995.14181743098,112322.28,118062.58453453679,112207.26,118101.98823621588,112100.625,117959.54234360624,112283.2,117945.5247329599,112137.555,118130.63946677245,111790.44
118143.08160937413,114463.03,118102.23966644937,113623.15,118079.04275303935,113327.77,118120.07634924974,112804.21,118269.19800713999,112602.48,117995.14181743098,112758.53,118062.58453453679,112312.57,118101.98823621588,112178.41,117959.54234360624,112069.92,117945.5247329599,112248.516,118130.63946677245,112081.99,118326.34147543131,111692.74
118102.23966644937,114562.73,118079.04275303935,113675.12,118120.07634924974,113359.14,118269.19800713999,112823.51,117995.14181743098,112640.945,118062.58453453679,112770.0,118101.98823621588,112316.93,117959.54234360624,112169.06,117945.5247329599,112060.945,118130.63946677245,112229.63,118326.34147543131,112047.02,118212.9583457746,111629.62
118079.04275303935,114648.58,118120.07634924974,113717.18,118269.19800713999,113384.016,117995.14181743098,112836.08,118062.58453453679,112681.516,118101.98823621588,112778.37,117959.54234360624,112324.05,117945.5247329599,112167.41,118130.63946677245,112060.36,118326.34147543131,112213.734,118212.9583457746,112019.51,118240.78550859624,111585.4
118120.07634924974,114728.836,118269.19800713999,113751.59,117995.14181743098,113405.16,118062.58453453679,112841.08,118101.98823621588,112724.266,117959.54234360624,112780.45,117945.5247329599,112328.484,118130.63946677245,112168.15,118326.34147543131,112061.74,118212.9583457746,112196.72,118240.78550859624,111993.31,118294.0574338393,111552.55
118269.19800713999,114818.73,117995.14181743098,113774.414,118062.58453453679,113420.81,118101.98823621588,112828.664,117959.54234360624,112766.09,117945.5247329599,112772.195,118130.63946677245,112317.68,118326.34147543131,112162.13,118212.9583457746,112054.27,118240.78550859624,112177.8,118294.0574338393,111960.336,118316.68321599539,111512.64
117995.14181743098,114924.695,118062.58453453679,113832.734,118101.98823621588,113460.0,117959.54234360624,112846.97,117945.5247329599,112818.86,118130.63946677245,112782.2,118326.34147543131,112336.02,118212.9583457746,112190.86,118240.78550859624,112080.88,118294.0574338393,112193.75,118316.68321599539,111974.016,118156.90714339164,111534.44
118062.58453453679,114973.766,118101.98823621588,113832.84,117959.54234360624,113462.016,117945.5247329599,112827.65,118130.63946677245,112843.836,118326.34147543131,112758.336,118212.9583457746,112321.8,118240.78550859624,112203.414,118294.0574338393,112077.836,118316.68321599539,112189.78,118156.90714339164,111967.54,117980.92024056273,111534.93
118101.98823621588,114991.77,117959.54234360624,113820.53,117945.5247329599,113438.66,118130.63946677245,112790.375,118326.34147543131,112849.016,118212.9583457746,112723.8,118240.78550859624,112304.875,118294.0574338393,112216.12,118316.68321599539,112075.836,118156.90714339164,112188.0,117980.92024056273,111973.555,117913.85698992395,111545.97
117959.54234360624,115000.59,117945.5247329599,113820.055,118130.63946677245,113414.47,118326.34147543131,112761.49,118212.9583457746,112858.44,118240.78550859624,112701.16,118294.0574338393,112310.43,118316.68321599539,112247.05,118156.90714339164,112095.83,117980.92024056273,112200.04,117913.85698992395,112012.6,118273.13297840615,111590.42
117945.5247329599,114980.08,118130.63946677245,113808.336,118326.34147543131,113380.65,118212.9583457746,112728.35,118240.78550859624,112871.29,118294.0574338393,112685.94,118316.68321599539,112324.26,118156.90714339164,112286.805,117980.92024056273,112124.89,117913.85698992395,112212.31,118273.13297840615,112064.766,118113.18300426703,111648.62
118130.63946677245,114945.35,118326.34147543131,113791.31,118212.9583457746,113340.945,118240.78550859624,112688.81,118294.0574338393,112884.06,118316.68321599539,112682.086,118156.90714339164,112340.75,117980.92024056273,112327.4,117913.85698992395,112160.57,118273.13297840615,112227.664,118113.18300426703,112124.62,118130.65770916743,111709.875
118326.34147543131,114936.71,118212.9583457746,113804.42,118240.78550859624,113324.58,118294.0574338393,112672.125,118316.68321599539,112907.34,118156.90714339164,112707.46,117980.92024056273,112381.35,117913.85698992395,112382.08,118273.13297840615,112222.3,118113.18300426703,112267.41,118130.65770916743,112211.43,118229.04514416475,111795.875
118212.9583457746,114959.445,118240.78550859624,113842.64,118294.0574338393,113334.49,118316.68321599539,112676.97,118156.90714339164,112946.23,117980.92024056273,112761.43,117913.85698992395,112444.125,118273.13297840615,112452.55,118113.18300426703,112307.44,118130.65770916743,112331.44,118229.04514416475,112323.164,118418.39058336364,111903.445
118240.78550859624,114969.02,118294.0574338393,113871.38,118316.68321599539,113348.695,118156.90714339164,112687.45,117980.92024056273,112992.39,117913.85698992395,112822.33,118273.13297840615,112509.195,118113.18300426703,112528.48,118130.65770916743,112391.72,118229.04514416475,112395.266,118418.39058336364,112428.68,118822.34149147876,112010.26
118294.0574338393,114967.37,118316.68321599539,113888.69,118156.90714339164,113356.195,117980.92024056273,112690.59,117913.85698992395,113030.75,118273.13297840615,112881.74,118113.18300426703,112564.555,118130.65770916743,112594.625,118229.04514416475,112466.81,118418.39058336364,112455.19,118822.34149147876,112522.875,119078.83970200707,112102.79
118316.68321599539,114971.16,118156.90714339164,113910.28,117980.92024056273,113370.41,117913.85698992395,112701.09,118273.13297840615,113069.11,118113.18300426703,112945.3,118130.65770916743,112621.32,118229.04514416475,112659.39,118418.39058336364,112541.21,118822.34149147876,112516.984,119078.83970200707,112613.07,119303.84497428122,112193.13
118156.90714339164,114978.26,117980.92024056273,113930.62,117913.85698992395,113386.84,118273.13297840615,112712.805,118113.18300426703,113106.6,118130.65770916743,113008.586,118229.04514416475,112674.266,118418.39058336364,112720.01,118822.34149147876,112610.14,119078.83970200707,112576.695,119303.84497428122,112695.81,119014.5606407292,112275.1
117980.92024056273,114964.14,117913.85698992395,113933.04,118273.13297840615,113394.375,118113.18300426703,112717.734,118130.65770916743,113140.05,118229.04514416475,113061.59,118418.39058336364,112714.33,118822.34149147876,112772.305,119078.83970200707,112662.27,119303.84497428122,112621.06,119014.5606407292,112756.586,119008.53470562327,112339.26
117913.85698992395,114920.484,118273.13297840615,113908.6,118113.18300426703,113382.3,118130.65770916743,112704.375,118229.04514416475,113159.28,118418.39058336364,113095.57,118822.34149147876,112729.94,119078.83970200707,112804.45,119303.84497428122,112687.62,119014.5606407292,112640.98,119008.53470562327,112785.195,118878.73408698937,112371.89
118273.13297840615,114871.984,118113.18300426703,113881.04,118130.65770916743,113366.15,118229.04514416475,112690.56,118418.39058336364,113167.414,118822.34149147876,113119.2,119078.83970200707,112736.164,119303.84497428122,112823.586,119014.5606407292,112701.414,119008.53470562327,112649.67,118878.73408698937,112796.34,119470.87630947083,112389.984
118113.18300426703,114882.96,118130.65770916743,113887.42,118229.04514416475,113370.2,118418.39058336364,112685.21,118822.34149147876,113176.32,119078.83970200707,113156.76,119303.84497428122,112750.69,119014.5606407292,112840.69,119008.53470562327,112729.43,118878.73408698937,112676.72,119470.87630947083,112827.09,119516.2426260147,112410.87
118130.65770916743,114889.54,118229.04514416475,113891.95,118418.39058336364,113382.26,118822.34149147876,112689.266,119078.83970200707,113200.91,119303.84497428122,113193.76,119014.5606407292,112767.35,119008.53470562327,112865.76,118878.73408698937,112750.914,119470.87630947083,112695.86,119516.2426260147,112846.56,119434.4444449632,112428.53
118229.04514416475,114887.43,118418.39058336364,113897.7,118822.34149147876,113390.44,119078.83970200707,112698.875,119303.84497428122,113215.234,119014.5606407292,113222.89,119008.53470562327,112784.08,118878.73408698937,112886.07,119470.87630947083,112772.62,119516.2426260147,112714.7,119434.4444449632,112861.69,119278.09195839698,112446.73
118418.39058336364,114899.55,118822.34149147876,113906.35,119078.83970200707,113399.055,119303.84497428122,112703.51,119014.5606407292,113227.65,119008.53470562327,113251.24,118878.73408698937,112796.3,119470.87630947083,112902.266,119516.2426260147,112792.44,119434.4444449632,112733.89,119278.09195839698,112880.914,119052.76137740196,112460.44
118822.34149147876,114941.62,119078.83970200707,113941.08,119303.84497428122,113426.38,119014.5606407292,112727.59,119008.53470562327,113247.02,118878.73408698937,113289.96,119470.87630947083,112825.71,119516.2426260147,112928.78,119434.4444449632,112829.54,119278.09195839698,112770.17,119052.76137740196,112919.01,119481.6013347002,112493.47
119078.83970200707,115027.49,119303.84497428122,114010.24,119014.5606407292,113477.25,119008.53470562327,112771.9,118878.73408698937,113276.13,119470.87630947083,113346.57,119516.2426260147,112878.484,119434.4444449632,112970.53,119278.09195839698,112894.03,119052.76137740196,112834.87,119481.6013347002,112991.836,119331.74464609624,112556.15
119303.84497428122,115158.234,119014.5606407292,114136.62,119008.53470562327,113569.93,118878.73408698937,112875.06,119470.87630947083,113326.3,119516.2426260147,113430.805,119434.4444449632,112987.93,119278.09195839698,113055.984,119052.76137740196,113013.77,119481.6013347002,112951.84,119331.74464609624,113124.45,119240.23150663702,112694.72
119014.5606407292,115274.29,119008.53470562327,114242.516,118878.73408698937,113651.12,119470.87630947083,112953.7,119516.2426260147,113380.73,119434.4444449632,113515.48,119278.09195839698,113089.96,119052.76137740196,113145.61,119481.6013347002,113130.6,119331.74464609624,113072.23,119240.23150663702,113275.52,119568.35054365265,112839.016
119008.53470562327,115333.43,118878.73408698937,114299.53,119470.87630947083,113703.24,119516.2426260147,113001.96,119434.4444449632,113436.58,119278.09195839698,113585.336,119052.76137740196,113168.445,119481.6013347002,113229.24,119331.74464609624,113217.47,119240.23150663702,113167.93,119568.35054365265,113397.55,119397.76938174861,112955.695
118878.73408698937,115352.02,119470.87630947083,114322.984,119516.2426260147,113726.09,119434.4444449632,113019.695,119278.09195839698,113469.91,119052.76137740196,113635.914,119481.6013347002,113219.836,119331.74464609624,113288.32,119240.23150663702,113277.98,119568.35054365265,113240.13,119397.76938174861,113488.95,118939.05286000959,113040.37
119470.87630947083,115351.836,119516.2426260147,114330.5,119434.4444449632,113738.86,119278.09195839698,113028.11,119052.76137740196,113497.37,119481.6013347002,113676.64,119331.74464609624,113258.125,119240.23150663702,113336.77,119568.35054365265,113321.56,119397.76938174861,113294.305,118939.05286000959,113556.08,119009.98465153869,113105.45
119516.2426260147,115402.125,119434.4444449632,114380.67,119278.09195839698,113774.664,119052.76137740196,113057.27,119481.6013347002,113516.445,119331.74464609624,113730.6,119240.23150663702,113317.2,119568.35054365265,113385.555,119397.76938174861,113394.16,118939.05286000959,113374.73,119009.98465153869,113648.81,118930.20208901197,113195.16
119434.4444449632,115482.36,119278.09195839698,114450.445,119052.76137740196,113830.79,119481.6013347002,113104.42,119331.74464609624,113560.21,119240.23150663702,113801.336,119568.35054365265,113396.21,119397.76938174861,113457.22,118939.05286000959,113483.17,119009.98465153869,113471.93,118930.20208901197,113761.22,118759.96982107592,113303.52
119278.09195839698,115532.13,119052.76137740196,114500.18,119481.6013347002,113874.97,119331.74464609624,113141.65,119240.23150663702,113603.484,119568.35054365265,113862.63,119397.76938174861,113467.34,118939.05286000959,113527.234,119009.98465153869,113560.625,118930.20208901197,113558.58,118759.96982107592,113861.77,118804.82575621677,113403.37
119052.76137740196,115546.555,119481.6013347002,114524.7,119331.74464609624,113900.78,119240.23150663702,113166.63,119568.35054365265,113636.39,119397.76938174861,113906.98,118939.05286000959,113523.96,119009.98465153869,113586.87,118930.20208901197,113621.12,118759.96982107592,113627.87,118804.82575621677,113940.67,118828.90710731824,113488.82
119481.6013347002,115521.734,119331.74464609624,114516.36,119240.23150663702,113903.54,119568.35054365265,113170.39,119397.76938174861,113654.74,118939.05286000959,113928.414,119009.98465153869,113556.19,118930.20208901197,113627.72,118759.96982107592,113654.58,118804.82575621677,113669.27,118828.90710731824,113988.266,118412.8584215169,113547.945
119331.74464609624,115537.82,119240.23150663702,114534.086,119568.35054365265,113913.99,119397.76938174861,113176.164,118939.05286000959,113654.83,119009.98465153869,113951.4,118930.20208901197,113593.45,118759.96982107592,113657.05,118804.82575621677,113702.74,118828.90710731824,113724.695,118412.8584215169,114050.086,117997.89804153176,113615.01
119240.23150663702,115555.5,119568.35054365265,114547.83,119397.76938174861,113931.73,118939.05286000959,113183.15,119009.98465153869,113674.93,118930.20208901197,113976.95,118759.96982107592,113630.69,118804.82575621677,113695.02,118828.90710731824,113742.92,118412.8584215169,113771.88,117997.89804153176,114104.984,118177.79783373461,113674.4
119568.35054365265,115552.586,119397.76938174861,114545.56,118939.05286000959,113934.484,119009.98465153869,113178.83,118930.20208901197,113684.27,118759.96982107592,113990.07,118804.82575621677,113656.31,118828.90710731824,113721.9,118412.8584215169,113771.33,117997.89804153176,113808.305,118177.79783373461,114142.55,118068.19239063805,113717.984
119397.76938174861,115585.46,118939.05286000959,114572.42,119009.98465153869,113950.81,118930.20208901197,113189.1,118759.96982107592,113685.445,118804.82575621677,114006.86,118828.90710731824,113698.05,118412.8584215169,113749.59,117997.89804153176,113821.14,118177.79783373461,113863.586,118068.19239063805,114200.46,117666.6803124331,113783.78
118939.05286000959,115605.59,119009.98465153869,114584.31,118930.20208901197,113963.42,118759.96982107592,113190.945,118804.82575621677,113699.53,118828.90710731824,114019.32,118412.8584215169,113732.28,117997.89804153176,113780.79,118177.79783373461,113857.836,118068.19239063805,113907.12,117666.6803124331,114249.086,117983.76762327916,113836.77
119009.98465153869,115567.69,118930.20208901197,114559.766,118759.96982107592,113955.48,118804.82575621677,113188.52,118828.90710731824,113707.87,118412.8584215169,114006.164,117997.89804153176,113754.86,118177.79783373461,113805.516,118068.19239063805,113874.164,117666.6803124331,113928.01,117983.76762327916,114266.99,117929.90291871164,113879.695
118930.20208901197,115505.3,118759.96982107592,114497.63,118804.82575621677,113906.586,118828.90710731824,113130.82,118412.8584215169,113673.99,117997.89804153176,113962.51,118177.79783373461,113728.01,118068.19239063805,113782.945,117666.6803124331,113851.57,117983.76762327916,113912.86,117929.90291871164,114248.6,118048.31974471512,113867.945
118759.96982107592,115463.87,118804.82575621677,114452.24,118828.90710731824,113873.875,118412.8584215169,113091.414,117997.89804153176,113649.72,118177.79783373461,113922.16,118068.19239063805,113710.695,117666.6803124331,113763.6,117983.76762327916,113832.59,117929.90291871164,113897.91,118048.31974471512,114227.18,118068.65334761185,113859.66
118804.82575621677,115421.22,118828.90710731824,114410.74,118412.8584215169,113844.414,117997.89804153176,113066.37,118177.79783373461,113624.77,118068.19239063805,113872.49,117666.6803124331,113704.47,117983.76762327916,113748.09,117929.90291871164,113822.66,118048.31974471512,113887.984,118068.65334761185,114208.1,117911.75723002375,113867.2
118828.90710731824,115365.055,118412.8584215169,114344.195,117997.89804153176,113788.99,118177.79783373461,112999.47,118068.19239063805,113576.5,117666.6803124331,113803.65,117983.76762327916,113660.4,117929.90291871164,113701.04,118048.31974471512,113780.79,118068.65334761185,113850.05,117911.75723002375,114164.45,118003.30201607826,113828.945
118412.8584215169,115362.016,117997.89804153176,114329.41,118177.79783373461,113771.266,118068.19239063805,112989.39,117666.6803124331,113547.22,117983.76762327916,113748.75,117929.90291871164,113670.12,118048.31974471512,113685.76,118068.65334761185,113790.76,117911.75723002375,113856.23,118003.30201607826,114165.85,117953.89000610284,113860.31
