Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12
104895.66,104635.39,105050.98,104663.41,104414.04,104387.266,104198.32,104342.66,104146.695,104105.05,103769.37,104152.15
